"year","scientific_name","Reporter","Variable","Value"
2014,"Abudefduf","Brazil","Total_tonnes",5.2116944605
2014,"Acanthocybium solandri","Brazil","Total_tonnes",499.8772465901
2014,"Acanthurus","Brazil","Total_tonnes",27.2308034923
2014,"Achirus","Brazil","Total_tonnes",1102.39608356
2014,"Aetobatus narinari","Brazil","Total_tonnes",62.3432057061
2014,"Albula vulpes","Brazil","Total_tonnes",15.0399716165
2014,"Alectis ciliaris","Brazil","Total_tonnes",11.5115834646
2014,"Alopias","Brazil","Total_tonnes",28.2927942367
2014,"Alopias superciliosus","Brazil","Total_tonnes",18.0134413178
2014,"Alopias vulpinus","Brazil","Total_tonnes",14.2272005735
2014,"Aluterus","Brazil","Total_tonnes",500.8905130172
2014,"Amphiarius phrygiatus","Brazil","Total_tonnes",15.4090884176
2014,"Anchoa hepsetus","Brazil","Total_tonnes",43.7413495586
2014,"Anchoa nasus","Peru","Total_tonnes",0.3138322304
2014,"Anchoa spinifer","Brazil","Total_tonnes",0.3196445269
2014,"Anchoviella","Brazil","Total_tonnes",1889.7894887853
2014,"Anguilliformes","Brazil","Total_tonnes",109.3929114101
2014,"Anguilliformes","Peru","Total_tonnes",10924.2
2014,"Aplodactylus punctatus","Chile","Total_tonnes",48.3
2014,"Archosargus probatocephalus","Brazil","Total_tonnes",4.7140061176
2014,"Archosargus rhomboidalis","Brazil","Total_tonnes",110.5565213688
2014,"Argopecten purpuratus","Peru","Total_tonnes",76707
2014,"Ariidae","Brazil","Total_tonnes",16654.6588657226
2014,"Artemesia longinaris","Brazil","Total_tonnes",3513.3950507569
2014,"Aspistor quadriscutis","Brazil","Total_tonnes",3164.8299411832
2014,"Atlantoraja cyclophora","Brazil","Total_tonnes",0.0720631569
2014,"Aulacomya ater","Chile","Total_tonnes",7698.1
2014,"Aulacomya ater","Peru","Total_tonnes",8308.6022793253
2014,"Aulostomidae","Brazil","Total_tonnes",0.3033396168
2014,"Auxis thazard","Brazil","Total_tonnes",608.1779376288
2014,"Bagre bagre","Brazil","Total_tonnes",4188.7720322123
2014,"Bairdiella ronchus","Brazil","Total_tonnes",19.5487706917
2014,"Balistes capriscus","Brazil","Total_tonnes",1805.3657741595
2014,"Balistidae","Brazil","Total_tonnes",610.8808853953
2014,"Bathygobius soporator","Brazil","Total_tonnes",6.9101658072
2014,"Batoidea","Brazil","Total_tonnes",34462.4601295096
2014,"Batrachoididae","Brazil","Total_tonnes",370.2962969659
2014,"Beryx splendens","Brazil","Total_tonnes",1.4083625066
2014,"Beryx splendens","Chile","Total_tonnes",0.003
2014,"Bivalvia","Brazil","Total_tonnes",2362.3837798085
2014,"Bivalvia","Chile","Total_tonnes",3886.31
2014,"Bivalvia","Peru","Total_tonnes",1709.5947751697
2014,"Brama australis","Chile","Total_tonnes",76869.2481175
2014,"Bramidae","Chile","Total_tonnes",203.8166666667
2014,"Brevoortia pectinata","Brazil","Total_tonnes",6.0366330983
2014,"Calamus","Brazil","Total_tonnes",622.8253123166
2014,"Callinectes","Brazil","Total_tonnes",2350.8454269091
2014,"Callinectes danae","Brazil","Total_tonnes",395.4412496124
2014,"Callinectes sapidus","Brazil","Total_tonnes",0.0190869046
2014,"Carangidae","Brazil","Total_tonnes",3178.9394244439
2014,"Caranx","Brazil","Total_tonnes",620.7650558988
2014,"Caranx crysos","Brazil","Total_tonnes",2983.6567879184
2014,"Caranx hippos","Brazil","Total_tonnes",2293.9841628012
2014,"Caranx latus","Brazil","Total_tonnes",4596.4936226223
2014,"Caranx lugubris","Brazil","Total_tonnes",36.7292982148
2014,"Caranx lugubris","Chile","Total_tonnes",2.19335
2014,"Carcharhinidae","Brazil","Total_tonnes",3687.9581293284
2014,"Carcharhiniformes","Brazil","Total_tonnes",32.9447090607
2014,"Carcharhinus","Brazil","Total_tonnes",82.0540730095
2014,"Carcharhinus falciformis","Brazil","Total_tonnes",220.7861670718
2014,"Carcharhinus galapagensis","Chile","Total_tonnes",0.24289
2014,"Carcharhinus leucas","Brazil","Total_tonnes",18.3817861147
2014,"Carcharhinus limbatus","Brazil","Total_tonnes",5.0514230598
2014,"Carcharhinus longimanus","Brazil","Total_tonnes",38.1968050545
2014,"Carcharhinus plumbeus","Brazil","Total_tonnes",0.7765945971
2014,"Carcharias taurus","Brazil","Total_tonnes",15.1878115798
2014,"Centrolophidae","Chile","Total_tonnes",9.1734
2014,"Centropomus","Brazil","Total_tonnes",3340.7326538365
2014,"Centropomus undecimalis","Brazil","Total_tonnes",354.1730338462
2014,"Cephalopholis fulva","Brazil","Total_tonnes",575.1920659866
2014,"Cephalopoda","Brazil","Total_tonnes",7.0085027754
2014,"Cervimunida johni","Chile","Total_tonnes",5487.41029375
